101010111,1,15,1,1,0,1,1.571428571,1.285714286,2.25,0,1.222222222,2.333333333,3,2,3,2,2,3,2,2,2,2,0,0,4,11,1,1,0,1,-999,-999,-999,-999,-999,-999,-999
101010112,1,0,0,0,0,0,1.857142857,2.714285714,2,1,0.555555556,0.666666667,2,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,4,1,3,5,3,3,2
101010113,1,0,0,0,0,0,0,0.285714286,0.5,0,0.111111111,0.222222222,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
101010115,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101010116,1,2,1,0,0,0,1.428571429,1.142857143,2,0.5,1.666666667,1.111111111,2,0,3,2,1,0,1,1,0,2,0,0,0,2,1,0,0,0,0,0,0,-999,0,0,0
101010117,1,0,0,0,0,0,1,1.428571429,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
101010119,1,0,0,0,0,0,0.571428571,0.714285714,0.5,0,0.444444444,0.5,2,0,0,0,1,1,0,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010120,1,0,0,0,0,0,0,0.142857143,0.25,0.5,0.555555556,0.666666667,2,0,1,1,0,1,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,2
101010121,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5
101010123,1,0,0,0,0,0,1.428571429,2.142857143,2,2.5,0.888888889,1.111111111,2,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010125,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010126,1,1,0,0,0,0,0.142857143,0.428571429,1.5,0,0.666666667,0.666666667,0,0,0,1,1,1,1,1,1,1,0,0,1,2,1,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010127,1,2,0,0,0,0,-999,-999,-999,-999,0.222222222,0.222222222,1,0,1,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,-999,-999,0,0,0,0
101010128,1,4,1,0,0,1,1.714285714,2.857142857,2.75,0.5,1.444444444,0.444444444,1,0,1,1,0,1,0,0,0,1,0,0,7,5,1,0,1,1,0,0,0,0,0,1,1
101010201,1,0,0,0,0,0,0.571428571,0,1.25,0,0.666666667,0.333333333,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4
101010202,1,0,0,0,0,0,0.714285714,0,0.5,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010203,1,0,0,0,0,0,1.142857143,0,0,0,0.222222222,0.333333333,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010204,1,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010205,1,0,0,0,0,0,1.714285714,1.714285714,1.5,1.5,0.777777778,0.444444444,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
101010206,1,0,0,0,0,0,0.428571429,0,0,0,0.444444444,0.222222222,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,3,3,5,5,5,5,5
101010207,1,0,0,0,0,0,1.142857143,1.714285714,1.75,3,1.222222222,1.444444444,1,0,1,3,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010208,1,0,0,0,0,0,0.714285714,0.857142857,1.75,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010209,1,0,0,0,0,0,0.285714286,0.857142857,1,1,0.666666667,1,0,0,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010211,1,3,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3,1,0,1,1,0,0,1,0,1,1,0
101010212,1,0,0,0,0,0,0,0,0,0,0.555555556,0.333333333,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010213,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010215,1,0,0,0,0,0,0,0,0,0,0,0.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010216,1,0,0,0,0,0,0.857142857,0.571428571,2,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010217,1,1,1,0,0,0,0.571428571,0.285714286,1.75,0.5,0.333333333,0.333333333,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,5,0,0,5,5,5,5
101010218,1,0,0,0,0,0,0.428571429,0,0,1,1.555555556,1.444444444,3,1,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5
101010219,1,0,0,0,0,0,1.285714286,0.571428571,1.75,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,1,2,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010220,1,0,0,0,0,0,1,0.285714286,0,0.5,0.555555556,0.777777778,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010221,1,0,0,0,0,0,0,0.428571429,0,0.5,0.333333333,1.777777778,3,0,2,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010222,1,0,0,0,0,0,1.571428571,0.714285714,2.5,2,1.333333333,1,1,1,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010223,1,3,1,0,0,0,1.285714286,1.285714286,1,0,1.111111111,1.111111111,2,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
101010224,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010225,1,0,0,0,0,0,1.285714286,2.142857143,1,1,0.333333333,0.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010227,1,0,0,0,0,0,1.142857143,0.142857143,1,0,0.444444444,0.444444444,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010230,1,2,1,0,0,0,1.142857143,0.857142857,2,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,1,3,1,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010231,1,0,0,0,0,0,1.142857143,1,2,1,-999,-999,0,0,0,-999,-999,-999,-999,-999,-999,1,1,0,6,7,1,0,1,1,0,0,0,0,0,0,0
101010232,1,1,1,0,0,0,1,3,1.5,0,0,0.222222222,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-999,1,1,1,1
101010301,1,5,1,0,1,1,1.571428571,2.142857143,2,1.5,1.111111111,1.222222222,2,0,2,0,1,3,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,1,2,2,1,1
101010302,1,0,0,0,0,0,1.142857143,1,2,0,0.888888889,0.888888889,1,0,3,1,3,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101010303,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101010304,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101010307,1,12,1,1,1,1,2.285714286,2.714285714,2.25,3,1.888888889,1.888888889,2,0,3,3,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
101010309,1,1,1,0,0,0,0.285714286,0.428571429,0,0,0.444444444,0.555555556,2,0,0,0,3,0,0,0,0,1,0,0,1,5,1,1,0,0,3,3,3,5,5,4,4
101010310,1,0,0,0,0,0,2.285714286,0.714285714,1.25,2,1,0.75,0,1,0,1,0,1,2,1,-999,0,0,0,0,1,1,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010314,1,1,0,0,0,0,1.571428571,0.571428571,0.75,0,0.444444444,1.111111111,2,1,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4
101010315,1,0,0,0,0,0,0.857142857,1,2.5,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010316,1,11,1,1,0,1,1.166666667,1.285714286,0,2,0.555555556,0.666666667,1,1,1,1,0,1,1,0,0,3,0,0,5,8,1,0,0,1,-999,-999,-999,-999,-999,-999,-999
101010317,1,0,0,0,0,0,1.714285714,0.428571429,1.25,1,1,0.666666667,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,3,5,5,3,5,5
101010319,1,0,0,0,0,0,0.714285714,0.285714286,1.25,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,8,8,8,8,19,1,1,1,1,-999,-999,-999,-999,-999,-999,-999
101010320,1,0,0,0,0,0,0,0,0.5,0,0.111111111,0.333333333,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010322,1,0,0,0,0,0,0.571428571,1.428571429,2,0.5,0.444444444,0.333333333,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010323,1,5,1,0,1,1,0.142857143,0.571428571,2.5,0,1.666666667,1.777777778,1,2,2,2,2,2,2,1,2,0,0,0,0,1,0,0,1,1,-999,-999,-999,-999,-999,-999,-999
101010324,1,5,1,1,1,1,0.428571429,1.142857143,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
101010325,1,9,1,1,0,1,0.285714286,0.428571429,0.25,0,0.222222222,0.333333333,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1
101010326,1,0,0,0,0,0,1,0.428571429,1.75,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101010327,1,0,0,0,0,0,0.285714286,0,0.5,0,0.444444444,0.222222222,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
101010328,1,0,0,0,0,0,0.571428571,0.428571429,0.5,0,0,0.666666667,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010329,1,5,1,0,1,1,0.285714286,0.142857143,2.5,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,8,0,0,4,1,0,1,1,-999,-999,-999,-999,-999,-999,-999
101010330,1,1,0,0,0,0,0.428571429,1.142857143,1.75,1,0.111111111,0.333333333,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,-999,-999
101010331,1,4,1,0,0,0,0.857142857,0.714285714,1.75,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101010332,1,4,0,0,0,1,1,1,0.5,0,0.777777778,0.333333333,1,0,2,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,4,4
101010402,1,0,0,0,0,0,0.285714286,0,0,0,0.222222222,0.333333333,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,-999,1,1
101010403,1,0,0,0,0,0,0.285714286,0.428571429,1.25,0,1,0.777777778,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4
101010405,1,6,0,1,1,1,2.142857143,1.428571429,1.5,0,1,0.888888889,2,0,3,0,0,2,0,0,1,1,-999,0,2,6,1,1,1,1,3,1,0,4,4,3,3
101010406,1,0,0,0,0,0,1.571428571,1,1.75,0.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010407,1,0,0,0,0,0,1,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4
101010408,1,5,1,0,0,1,1.714285714,1,0.5,2,0.333333333,0.777777778,3,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,4,3,4,4,4,4
101010409,1,0,0,0,0,0,0,0.285714286,0,0,0.222222222,0.333333333,1,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,4,3,3,3
101010410,1,0,0,0,0,0,0.714285714,0.571428571,0,0,0.555555556,0.444444444,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
101010411,1,0,0,0,0,0,0.285714286,0,0,0.5,0,0.222222222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010413,1,0,0,0,0,0,0.714285714,0.714285714,1.75,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010414,1,0,0,0,0,0,0.857142857,0.571428571,1.75,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999
101010415,1,3,1,1,0,1,0.571428571,0.428571429,0.25,2,0.444444444,0.111111111,1,0,0,0,0,0,0,0,0,1,6,0,3,9,1,1,1,1,3,3,0,2,2,-999,2
101010416,1,0,0,0,0,0,0.714285714,0.285714286,1,0.5,0.222222222,0.111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,4,4,4
101010417,1,1,1,0,0,0,0.714285714,0.428571429,0.75,0,0.888888889,1.888888889,2,1,2,2,1,3,2,3,1,0,0,0,0,4,0,0,0,1,0,0,0,-999,3,0,0
101010418,1,0,0,0,0,0,0.571428571,0.285714286,1,0,0.333333333,0.777777778,2,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010420,1,2,0,0,0,1,0.571428571,1.166666667,1.666666667,0,0.555555556,0.555555556,2,0,2,0,1,0,0,0,0,0,0,1,1,5,0,1,1,1,1,1,1,1,0,1,1
101010421,1,0,0,0,0,0,1.714285714,0.857142857,2,0,0.444444444,1.111111111,1,0,3,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010422,1,0,0,0,0,0,0.142857143,0.714285714,1,0.5,0.444444444,0.111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
101010423,1,0,0,0,0,0,1.428571429,1.571428571,1,1,0.777777778,0.777777778,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,5,2,3
101010424,1,0,0,0,0,0,0.142857143,0,0.5,0,0.111111111,0.222222222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
101010425,1,0,0,0,0,0,0.857142857,0.428571429,1.5,0,0.111111111,0.444444444,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,4,4,5
101010426,1,0,0,0,0,0,2.142857143,1.571428571,1.5,2,1.555555556,1.666666667,3,1,1,1,1,3,1,2,2,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0
101010427,1,0,0,0,0,0,0.285714286,2.571428571,1.75,1,0.555555556,0.222222222,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010428,1,0,0,0,0,0,1.142857143,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101010429,1,0,0,0,0,0,0.857142857,1.857142857,2.5,1,1.111111111,0.888888889,2,0,2,1,1,1,0,1,0,1,0,0,2,3,1,0,0,1,4,3,3,5,5,4,3
101010430,1,0,0,0,0,0,0.428571429,0.142857143,0.5,0,1.222222222,0.888888889,1,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010431,1,3,1,0,0,1,0.714285714,0.714285714,1,0.5,0.333333333,0.444444444,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,1,1,2,5,0,1,0
101010602,1,0,0,0,0,0,1.142857143,1,2.25,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010603,1,0,0,0,0,0,1.285714286,0.571428571,1.25,0,0.444444444,0.777777778,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010604,1,0,0,0,0,0,0.428571429,0.285714286,0.75,0,0,0.222222222,0,0,1,0,0,1,0,0,0,0,0,0,7,5,0,0,0,1,0,0,0,0,-999,1,1
101010607,1,4,1,0,0,1,0.285714286,0.285714286,0,0,0,0.444444444,1,0,1,0,0,2,0,0,0,0,0,0,1,6,0,1,0,1,1,1,1,1,1,1,1
101010609,1,5,0,0,1,1,0.285714286,0,3,0,-999,0.8,-999,1,-999,1,-999,0,-999,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101010610,1,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010611,1,1,1,0,0,0,0.571428571,0.428571429,2,1.5,0.666666667,0.333333333,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010612,1,1,1,0,0,0,0.142857143,0,1,0,0.888888889,0.444444444,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,-999,-999,-999,-999,-999,-999,-999
101010613,1,0,0,0,0,0,3,2.142857143,1.5,0,2.444444444,1.333333333,2,1,3,2,2,1,1,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,2,2,2,2,2,2
101010614,1,0,0,0,0,0,2.714285714,2.714285714,2.5,2,1.333333333,1.444444444,3,0,2,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101010615,1,8,1,1,0,1,0.571428571,0.714285714,1,0,0.555555556,0,0,0,0,0,0,0,0,0,0,3,0,0,2,8,1,0,1,1,0,0,2,2,2,2,2
101010616,1,0,0,0,0,0,0,0,3,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
101010617,1,0,0,0,0,0,0.857142857,0.428571429,2.25,1.5,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010618,1,0,0,0,0,0,0.166666667,0.571428571,0.5,0.5,0,0.333333333,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101010619,1,0,0,0,0,0,1.285714286,0.428571429,2.25,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101010620,1,3,1,1,0,1,0.714285714,2,2,1.5,1.111111111,1.111111111,1,0,1,1,3,3,0,0,1,0,0,0,0,3,0,1,0,1,1,1,0,0,1,0,0
101020201,1,0,0,0,0,0,0.285714286,0,0.5,0,0.777777778,1.222222222,2,1,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,3,2,4,5,3,4,3
101020202,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,0,0,3,1,0,1,1,-999,-999,-999,-999,-999,-999,-999
101020204,1,1,0,1,0,0,0,0.285714286,0,0,0,0.111111111,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0
101020206,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101020207,1,10,1,1,1,1,1.428571429,2.714285714,0,2,1.111111111,1.222222222,2,1,2,1,1,1,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
101020208,1,1,0,1,0,0,1,1.285714286,1.5,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,1,0,1,0,0,-999,-999,-999,-999,-999,-999,-999
101020211,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101020212,1,0,0,0,0,0,0,0,0,0,0,0.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
101020213,1,1,0,0,1,1,0.142857143,0.285714286,0.5,0,0.666666667,0.888888889,1,0,1,0,1,2,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
101020214,1,0,0,0,0,0,0.857142857,0,0.5,0,1.777777778,1.5,3,-999,2,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,-999,0,0
101020215,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
101020216,1,0,0,0,0,0,1,0.428571429,0.5,0.5,0.555555556,1.333333333,3,3,1,1,1,2,0,0,1,0,0,0,0,3,1,0,0,1,4,3,3,4,5,3,2
101020217,1,0,0,0,0,0,0,0.428571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101020218,1,0,0,0,0,0,0.428571429,0.285714286,1,0,0.777777778,0.444444444,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101020219,1,0,-999,0,0,0,1.285714286,0.714285714,1.25,0.5,0.888888889,0.666666667,2,1,1,0,1,0,0,0,1,0,0,0,-999,0,-999,0,0,0,1,1,1,-999,-999,-999,-999
101020221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999,0,0,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999
101020222,1,0,0,0,0,0,0.857142857,0.285714286,2,0.5,2.222222222,2.375,0,-999,2,3,2,3,3,3,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,0
101020223,1,6,1,1,0,1,0.571428571,0.142857143,1,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,0,3,6,1,0,0,1,1,1,1,-999,2,1,1
101020224,1,4,0,0,0,1,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101020225,1,1,1,0,0,0,0,0,0.5,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,4,3,1,0,0,1,0,0,-999,-999,0,3,1
101020226,1,2,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,3,4,0,2,5,5
101020227,1,0,0,0,0,0,1.285714286,1.428571429,0.5,0.5,0.111111111,0.125,0,0,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101020228,1,0,0,0,0,0,0,0,0,0,0,0.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101020229,1,0,0,0,0,0,0,0,0.5,0.5,0.555555556,0.777777778,1,1,0,1,0,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
101020230,1,0,0,0,0,0,1.285714286,2.428571429,0.75,3,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,3,1,1,0,0,-999,-999,-999,-999,-999,-999,-999
101020232,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
